"tp","fp","fn","tn","precision","sensitivity","specificity","f1","shd","response_precision","response_recall","response_true_edges","network","n","rep"
22,16,9,124,0.578947368421053,0.709677419354839,0.885714285714286,0.63768115942029,38,0.714285714285714,0.714285714285714,7,"B_with_time",60,49
17,9,7,87,0.653846153846154,0.708333333333333,0.90625,0.68,24,0.6,0.6,5,"A_baseline_only",75,49
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,28,0.857142857142857,0.857142857142857,7,"B_with_time",75,49
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,23,0.666666666666667,0.8,5,"A_baseline_only",100,49
28,8,3,132,0.777777777777778,0.903225806451613,0.942857142857143,0.835820895522388,21,1,0.857142857142857,7,"B_with_time",100,49
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,14,1,1,5,"A_baseline_only",150,49
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,26,1,0.571428571428571,7,"B_with_time",150,49
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,18,0.8,0.8,5,"A_baseline_only",200,49
28,8,3,132,0.777777777777778,0.903225806451613,0.942857142857143,0.835820895522388,18,0.875,1,7,"B_with_time",200,49
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,21,1,1,5,"A_baseline_only",300,49
28,12,3,128,0.7,0.903225806451613,0.914285714285714,0.788732394366197,28,0.777777777777778,1,7,"B_with_time",300,49
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,6,0.714285714285714,1,5,"A_baseline_only",500,49
27,15,4,125,0.642857142857143,0.870967741935484,0.892857142857143,0.73972602739726,27,1,1,7,"B_with_time",500,49
13,15,11,81,0.464285714285714,0.541666666666667,0.84375,0.5,36,0,0,5,"A_baseline_only",20,50
16,34,15,106,0.32,0.516129032258065,0.757142857142857,0.395061728395062,54,0.833333333333333,0.714285714285714,7,"B_with_time",20,50
13,5,11,91,0.722222222222222,0.541666666666667,0.947916666666667,0.619047619047619,21,0.75,0.6,5,"A_baseline_only",30,50
17,15,14,125,0.53125,0.548387096774194,0.892857142857143,0.53968253968254,35,0.833333333333333,0.714285714285714,7,"B_with_time",30,50
17,8,7,88,0.68,0.708333333333333,0.916666666666667,0.693877551020408,24,1,0.6,5,"A_baseline_only",40,50
20,14,11,126,0.588235294117647,0.645161290322581,0.9,0.615384615384615,38,1,0.857142857142857,7,"B_with_time",40,50
17,3,7,93,0.85,0.708333333333333,0.96875,0.772727272727273,15,1,1,5,"A_baseline_only",50,50
21,11,10,129,0.65625,0.67741935483871,0.921428571428571,0.666666666666667,31,0.833333333333333,0.714285714285714,7,"B_with_time",50,50
18,4,6,92,0.818181818181818,0.75,0.958333333333333,0.782608695652174,20,0.8,0.8,5,"A_baseline_only",60,50
20,11,11,129,0.645161290322581,0.645161290322581,0.921428571428571,0.645161290322581,31,0.857142857142857,0.857142857142857,7,"B_with_time",60,50
18,6,6,90,0.75,0.75,0.9375,0.75,24,0.666666666666667,0.4,5,"A_baseline_only",75,50
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,25,1,0.857142857142857,7,"B_with_time",75,50
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,23,1,0.6,5,"A_baseline_only",100,50
27,13,4,127,0.675,0.870967741935484,0.907142857142857,0.76056338028169,26,0.875,1,7,"B_with_time",100,50
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,14,1,0.6,5,"A_baseline_only",150,50
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,31,0.875,1,7,"B_with_time",150,50
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,12,1,1,5,"A_baseline_only",200,50
31,4,0,136,0.885714285714286,1,0.971428571428571,0.939393939393939,8,1,1,7,"B_with_time",200,50
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,12,0.8,0.8,5,"A_baseline_only",300,50
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,30,1,1,7,"B_with_time",300,50
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,5,0.833333333333333,1,5,"A_baseline_only",500,50
27,16,4,124,0.627906976744186,0.870967741935484,0.885714285714286,0.72972972972973,29,0.777777777777778,1,7,"B_with_time",500,50
9,12,15,84,0.428571428571429,0.375,0.875,0.4,33,1,0.2,5,"A_baseline_only",20,51
15,24,16,116,0.384615384615385,0.483870967741935,0.828571428571429,0.428571428571429,50,0.714285714285714,0.714285714285714,7,"B_with_time",20,51
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,22,1,0.8,5,"A_baseline_only",30,51
24,14,7,126,0.631578947368421,0.774193548387097,0.9,0.695652173913043,33,0.833333333333333,0.714285714285714,7,"B_with_time",30,51
15,9,9,87,0.625,0.625,0.90625,0.625,26,0.428571428571429,0.6,5,"A_baseline_only",40,51
20,18,11,122,0.526315789473684,0.645161290322581,0.871428571428571,0.579710144927536,41,1,0.857142857142857,7,"B_with_time",40,51
17,8,7,88,0.68,0.708333333333333,0.916666666666667,0.693877551020408,24,1,0.6,5,"A_baseline_only",50,51
19,21,12,119,0.475,0.612903225806452,0.85,0.535211267605634,40,0.6,0.428571428571429,7,"B_with_time",50,51
18,7,6,89,0.72,0.75,0.927083333333333,0.73469387755102,25,0.25,0.2,5,"A_baseline_only",60,51
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,25,1,1,7,"B_with_time",60,51
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,20,0.8,0.8,5,"A_baseline_only",75,51
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,28,0.875,1,7,"B_with_time",75,51
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,24,0.5,0.6,5,"A_baseline_only",100,51
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,31,1,0.714285714285714,7,"B_with_time",100,51
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,7,1,1,5,"A_baseline_only",150,51
26,12,5,128,0.684210526315789,0.838709677419355,0.914285714285714,0.753623188405797,32,0.875,1,7,"B_with_time",150,51
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,11,1,1,5,"A_baseline_only",200,51
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,30,0.875,1,7,"B_with_time",200,51
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,12,1,1,5,"A_baseline_only",300,51
28,12,3,128,0.7,0.903225806451613,0.914285714285714,0.788732394366197,23,1,1,7,"B_with_time",300,51
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,12,1,1,5,"A_baseline_only",500,51
30,15,1,125,0.666666666666667,0.967741935483871,0.892857142857143,0.789473684210526,28,0.777777777777778,1,7,"B_with_time",500,51
14,17,10,79,0.451612903225806,0.583333333333333,0.822916666666667,0.509090909090909,32,0.5,0.6,5,"A_baseline_only",20,52
19,21,12,119,0.475,0.612903225806452,0.85,0.535211267605634,43,0.777777777777778,1,7,"B_with_time",20,52
16,12,8,84,0.571428571428571,0.666666666666667,0.875,0.615384615384615,28,0.333333333333333,0.2,5,"A_baseline_only",30,52
17,24,14,116,0.414634146341463,0.548387096774194,0.828571428571429,0.472222222222222,47,1,0.571428571428571,7,"B_with_time",30,52
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,24,0.666666666666667,0.8,5,"A_baseline_only",40,52
18,11,13,129,0.620689655172414,0.580645161290323,0.921428571428571,0.6,32,0.857142857142857,0.857142857142857,7,"B_with_time",40,52
17,5,7,91,0.772727272727273,0.708333333333333,0.947916666666667,0.739130434782609,24,0.75,0.6,5,"A_baseline_only",50,52
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,35,0.857142857142857,0.857142857142857,7,"B_with_time",50,52
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,24,1,0.6,5,"A_baseline_only",60,52
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,28,1,0.714285714285714,7,"B_with_time",60,52
17,8,7,88,0.68,0.708333333333333,0.916666666666667,0.693877551020408,25,1,0.8,5,"A_baseline_only",75,52
25,9,6,131,0.735294117647059,0.806451612903226,0.935714285714286,0.769230769230769,29,0.857142857142857,0.857142857142857,7,"B_with_time",75,52
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,8,1,1,5,"A_baseline_only",100,52
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,27,1,0.714285714285714,7,"B_with_time",100,52
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,21,1,0.8,5,"A_baseline_only",150,52
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,34,1,0.857142857142857,7,"B_with_time",150,52
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,13,1,1,5,"A_baseline_only",200,52
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,23,1,1,7,"B_with_time",200,52
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,1,1,5,"A_baseline_only",300,52
29,9,2,131,0.763157894736842,0.935483870967742,0.935714285714286,0.840579710144928,29,0.875,1,7,"B_with_time",300,52
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,11,1,1,5,"A_baseline_only",500,52
29,12,2,128,0.707317073170732,0.935483870967742,0.914285714285714,0.805555555555556,26,0.875,1,7,"B_with_time",500,52
10,16,14,80,0.384615384615385,0.416666666666667,0.833333333333333,0.4,35,0,0,5,"A_baseline_only",20,53
12,26,19,114,0.315789473684211,0.387096774193548,0.814285714285714,0.347826086956522,54,0.625,0.714285714285714,7,"B_with_time",20,53
16,8,8,88,0.666666666666667,0.666666666666667,0.916666666666667,0.666666666666667,24,0.75,0.6,5,"A_baseline_only",30,53
15,24,16,116,0.384615384615385,0.483870967741935,0.828571428571429,0.428571428571429,47,1,0.571428571428571,7,"B_with_time",30,53
15,7,9,89,0.681818181818182,0.625,0.927083333333333,0.652173913043478,28,0.8,0.8,5,"A_baseline_only",40,53
19,13,12,127,0.59375,0.612903225806452,0.907142857142857,0.603174603174603,32,0.857142857142857,0.857142857142857,7,"B_with_time",40,53
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,29,0.75,0.6,5,"A_baseline_only",50,53
22,10,9,130,0.6875,0.709677419354839,0.928571428571429,0.698412698412698,32,1,0.714285714285714,7,"B_with_time",50,53
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,23,0.8,0.8,5,"A_baseline_only",60,53
20,10,11,130,0.666666666666667,0.645161290322581,0.928571428571429,0.655737704918033,33,0.666666666666667,0.857142857142857,7,"B_with_time",60,53
19,1,5,95,0.95,0.791666666666667,0.989583333333333,0.863636363636364,16,1,0.8,5,"A_baseline_only",75,53
22,18,9,122,0.55,0.709677419354839,0.871428571428571,0.619718309859155,41,0.714285714285714,0.714285714285714,7,"B_with_time",75,53
21,8,3,88,0.724137931034483,0.875,0.916666666666667,0.792452830188679,19,0.8,0.8,5,"A_baseline_only",100,53
26,14,5,126,0.65,0.838709677419355,0.9,0.732394366197183,36,1,0.857142857142857,7,"B_with_time",100,53
20,3,4,93,0.869565217391304,0.833333333333333,0.96875,0.851063829787234,16,0.8,0.8,5,"A_baseline_only",150,53
30,7,1,133,0.810810810810811,0.967741935483871,0.95,0.882352941176471,19,0.875,1,7,"B_with_time",150,53
23,1,1,95,0.958333333333333,0.958333333333333,0.989583333333333,0.958333333333333,10,1,1,5,"A_baseline_only",200,53
28,13,3,127,0.682926829268293,0.903225806451613,0.907142857142857,0.777777777777778,28,0.875,1,7,"B_with_time",200,53
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,17,1,1,5,"A_baseline_only",300,53
29,8,2,132,0.783783783783784,0.935483870967742,0.942857142857143,0.852941176470588,22,0.777777777777778,1,7,"B_with_time",300,53
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,5,1,1,5,"A_baseline_only",500,53
29,17,2,123,0.630434782608696,0.935483870967742,0.878571428571429,0.753246753246753,36,0.875,1,7,"B_with_time",500,53
13,15,11,81,0.464285714285714,0.541666666666667,0.84375,0.5,33,0.5,0.2,5,"A_baseline_only",20,54
18,20,13,120,0.473684210526316,0.580645161290323,0.857142857142857,0.521739130434783,42,0.625,0.714285714285714,7,"B_with_time",20,54
17,10,7,86,0.62962962962963,0.708333333333333,0.895833333333333,0.666666666666667,28,0.5,0.6,5,"A_baseline_only",30,54
19,15,12,125,0.558823529411765,0.612903225806452,0.892857142857143,0.584615384615385,36,0.625,0.714285714285714,7,"B_with_time",30,54
14,10,10,86,0.583333333333333,0.583333333333333,0.895833333333333,0.583333333333333,29,0.75,0.6,5,"A_baseline_only",40,54
20,14,11,126,0.588235294117647,0.645161290322581,0.9,0.615384615384615,37,1,0.714285714285714,7,"B_with_time",40,54
14,12,10,84,0.538461538461538,0.583333333333333,0.875,0.56,31,0.4,0.4,5,"A_baseline_only",50,54
20,10,11,130,0.666666666666667,0.645161290322581,0.928571428571429,0.655737704918033,30,0.857142857142857,0.857142857142857,7,"B_with_time",50,54
18,4,6,92,0.818181818181818,0.75,0.958333333333333,0.782608695652174,15,0.833333333333333,1,5,"A_baseline_only",60,54
20,8,11,132,0.714285714285714,0.645161290322581,0.942857142857143,0.677966101694915,35,1,1,7,"B_with_time",60,54
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,21,1,1,5,"A_baseline_only",75,54
25,8,6,132,0.757575757575758,0.806451612903226,0.942857142857143,0.78125,25,0.857142857142857,0.857142857142857,7,"B_with_time",75,54
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,23,0.8,0.8,5,"A_baseline_only",100,54
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,24,0.777777777777778,1,7,"B_with_time",100,54
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,21,1,0.8,5,"A_baseline_only",150,54
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,24,1,1,7,"B_with_time",150,54
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,17,1,0.8,5,"A_baseline_only",200,54
26,10,5,130,0.722222222222222,0.838709677419355,0.928571428571429,0.776119402985075,31,0.875,1,7,"B_with_time",200,54
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,17,1,1,5,"A_baseline_only",300,54
28,13,3,127,0.682926829268293,0.903225806451613,0.907142857142857,0.777777777777778,36,1,1,7,"B_with_time",300,54
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,12,1,1,5,"A_baseline_only",500,54
30,6,1,134,0.833333333333333,0.967741935483871,0.957142857142857,0.895522388059702,21,1,1,7,"B_with_time",500,54
14,7,10,89,0.666666666666667,0.583333333333333,0.927083333333333,0.622222222222222,26,0.5,0.4,5,"A_baseline_only",20,55
16,15,15,125,0.516129032258065,0.516129032258065,0.892857142857143,0.516129032258065,40,0.8,0.571428571428571,7,"B_with_time",20,55
13,11,11,85,0.541666666666667,0.541666666666667,0.885416666666667,0.541666666666667,30,0.6,0.6,5,"A_baseline_only",30,55
15,20,16,120,0.428571428571429,0.483870967741935,0.857142857142857,0.454545454545454,43,0.5,0.142857142857143,7,"B_with_time",30,55
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,27,0.666666666666667,0.4,5,"A_baseline_only",40,55
21,19,10,121,0.525,0.67741935483871,0.864285714285714,0.591549295774648,43,0.833333333333333,0.714285714285714,7,"B_with_time",40,55
14,7,10,89,0.666666666666667,0.583333333333333,0.927083333333333,0.622222222222222,24,0.75,0.6,5,"A_baseline_only",50,55
17,13,14,127,0.566666666666667,0.548387096774194,0.907142857142857,0.557377049180328,37,1,0.714285714285714,7,"B_with_time",50,55
20,8,4,88,0.714285714285714,0.833333333333333,0.916666666666667,0.769230769230769,22,0.625,1,5,"A_baseline_only",60,55
22,11,9,129,0.666666666666667,0.709677419354839,0.921428571428571,0.6875,29,1,0.714285714285714,7,"B_with_time",60,55
20,3,4,93,0.869565217391304,0.833333333333333,0.96875,0.851063829787234,20,1,0.4,5,"A_baseline_only",75,55
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,34,0.875,1,7,"B_with_time",75,55
18,3,6,93,0.857142857142857,0.75,0.96875,0.8,19,1,0.4,5,"A_baseline_only",100,55
27,3,4,137,0.9,0.870967741935484,0.978571428571429,0.885245901639344,22,1,1,7,"B_with_time",100,55
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,15,1,0.8,5,"A_baseline_only",150,55
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,32,1,1,7,"B_with_time",150,55
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,16,1,1,5,"A_baseline_only",200,55
28,5,3,135,0.848484848484849,0.903225806451613,0.964285714285714,0.875,26,1,0.857142857142857,7,"B_with_time",200,55
24,2,0,94,0.923076923076923,1,0.979166666666667,0.96,10,1,1,5,"A_baseline_only",300,55
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,26,1,1,7,"B_with_time",300,55
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,10,1,1,5,"A_baseline_only",500,55
30,16,1,124,0.652173913043478,0.967741935483871,0.885714285714286,0.779220779220779,33,1,1,7,"B_with_time",500,55
12,10,12,86,0.545454545454545,0.5,0.895833333333333,0.521739130434783,30,0.6,0.6,5,"A_baseline_only",20,56
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,40,0.75,0.857142857142857,7,"B_with_time",20,56
13,7,11,89,0.65,0.541666666666667,0.927083333333333,0.590909090909091,22,0.75,0.6,5,"A_baseline_only",30,56
19,16,12,124,0.542857142857143,0.612903225806452,0.885714285714286,0.575757575757576,39,0.625,0.714285714285714,7,"B_with_time",30,56
15,4,9,92,0.789473684210526,0.625,0.958333333333333,0.697674418604651,23,1,0.4,5,"A_baseline_only",40,56
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,38,0.75,0.857142857142857,7,"B_with_time",40,56
18,13,6,83,0.580645161290323,0.75,0.864583333333333,0.654545454545455,31,0.75,0.6,5,"A_baseline_only",50,56
21,8,10,132,0.724137931034483,0.67741935483871,0.942857142857143,0.7,28,1,0.714285714285714,7,"B_with_time",50,56
18,6,6,90,0.75,0.75,0.9375,0.75,20,1,0.8,5,"A_baseline_only",60,56
23,6,8,134,0.793103448275862,0.741935483870968,0.957142857142857,0.766666666666667,25,0.833333333333333,0.714285714285714,7,"B_with_time",60,56
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,21,0.75,0.6,5,"A_baseline_only",75,56
24,8,7,132,0.75,0.774193548387097,0.942857142857143,0.761904761904762,22,0.75,0.857142857142857,7,"B_with_time",75,56
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,21,0.666666666666667,0.4,5,"A_baseline_only",100,56
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,26,1,1,7,"B_with_time",100,56
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,25,0.666666666666667,0.4,5,"A_baseline_only",150,56
28,12,3,128,0.7,0.903225806451613,0.914285714285714,0.788732394366197,25,0.875,1,7,"B_with_time",150,56
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,18,0.8,0.8,5,"A_baseline_only",200,56
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,27,0.75,0.857142857142857,7,"B_with_time",200,56
23,6,1,90,0.793103448275862,0.958333333333333,0.9375,0.867924528301887,19,1,1,5,"A_baseline_only",300,56
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,27,0.875,1,7,"B_with_time",300,56
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,13,1,1,5,"A_baseline_only",500,56
30,6,1,134,0.833333333333333,0.967741935483871,0.957142857142857,0.895522388059702,13,0.875,1,7,"B_with_time",500,56
