"tp","fp","fn","tn","precision","sensitivity","specificity","f1","shd","response_precision","response_recall","response_true_edges","network","n","rep"
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,21,1,0.8,5,"A_baseline_only",150,105
26,8,5,132,0.764705882352941,0.838709677419355,0.942857142857143,0.8,30,1,1,7,"B_with_time",150,105
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,22,0.8,0.8,5,"A_baseline_only",200,105
30,6,1,134,0.833333333333333,0.967741935483871,0.957142857142857,0.895522388059702,20,0.875,1,7,"B_with_time",200,105
24,5,0,91,0.827586206896552,1,0.947916666666667,0.905660377358491,6,1,1,5,"A_baseline_only",300,105
31,3,0,137,0.911764705882353,1,0.978571428571429,0.953846153846154,8,1,1,7,"B_with_time",300,105
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,20,1,1,5,"A_baseline_only",500,105
30,12,1,128,0.714285714285714,0.967741935483871,0.914285714285714,0.821917808219178,25,1,1,7,"B_with_time",500,105
16,8,8,88,0.666666666666667,0.666666666666667,0.916666666666667,0.666666666666667,23,0.666666666666667,0.4,5,"A_baseline_only",20,106
18,26,13,114,0.409090909090909,0.580645161290323,0.814285714285714,0.48,47,0.833333333333333,0.714285714285714,7,"B_with_time",20,106
13,14,11,82,0.481481481481481,0.541666666666667,0.854166666666667,0.509803921568627,33,1,0.8,5,"A_baseline_only",30,106
16,25,15,115,0.390243902439024,0.516129032258065,0.821428571428571,0.444444444444444,50,0.875,1,7,"B_with_time",30,106
14,11,10,85,0.56,0.583333333333333,0.885416666666667,0.571428571428571,29,0.6,0.6,5,"A_baseline_only",40,106
17,8,14,132,0.68,0.548387096774194,0.942857142857143,0.607142857142857,26,0.8,0.571428571428571,7,"B_with_time",40,106
16,9,8,87,0.64,0.666666666666667,0.90625,0.653061224489796,24,0.75,0.6,5,"A_baseline_only",50,106
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,29,0.857142857142857,0.857142857142857,7,"B_with_time",50,106
18,10,6,86,0.642857142857143,0.75,0.895833333333333,0.692307692307692,27,1,0.6,5,"A_baseline_only",60,106
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,33,0.857142857142857,0.857142857142857,7,"B_with_time",60,106
18,9,6,87,0.666666666666667,0.75,0.90625,0.705882352941177,25,1,0.4,5,"A_baseline_only",75,106
24,18,7,122,0.571428571428571,0.774193548387097,0.871428571428571,0.657534246575342,39,0.714285714285714,0.714285714285714,7,"B_with_time",75,106
19,1,5,95,0.95,0.791666666666667,0.989583333333333,0.863636363636364,16,1,0.6,5,"A_baseline_only",100,106
24,9,7,131,0.727272727272727,0.774193548387097,0.935714285714286,0.75,30,1,0.714285714285714,7,"B_with_time",100,106
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,18,1,1,5,"A_baseline_only",150,106
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,35,0.666666666666667,0.857142857142857,7,"B_with_time",150,106
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,16,1,1,5,"A_baseline_only",200,106
30,8,1,132,0.789473684210526,0.967741935483871,0.942857142857143,0.869565217391304,17,1,1,7,"B_with_time",200,106
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,20,1,0.8,5,"A_baseline_only",300,106
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,31,1,1,7,"B_with_time",300,106
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,15,1,1,5,"A_baseline_only",500,106
29,15,2,125,0.659090909090909,0.935483870967742,0.892857142857143,0.773333333333333,30,0.7,1,7,"B_with_time",500,106
11,10,13,86,0.523809523809524,0.458333333333333,0.895833333333333,0.488888888888889,31,0.5,0.2,5,"A_baseline_only",20,107
18,25,13,115,0.418604651162791,0.580645161290323,0.821428571428571,0.486486486486487,50,0.714285714285714,0.714285714285714,7,"B_with_time",20,107
16,13,8,83,0.551724137931034,0.666666666666667,0.864583333333333,0.60377358490566,27,0.6,0.6,5,"A_baseline_only",30,107
20,12,11,128,0.625,0.645161290322581,0.914285714285714,0.634920634920635,33,1,0.714285714285714,7,"B_with_time",30,107
14,13,10,83,0.518518518518518,0.583333333333333,0.864583333333333,0.549019607843137,32,0.25,0.2,5,"A_baseline_only",40,107
19,14,12,126,0.575757575757576,0.612903225806452,0.9,0.59375,35,0.714285714285714,0.714285714285714,7,"B_with_time",40,107
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,24,0.6,0.6,5,"A_baseline_only",50,107
21,10,10,130,0.67741935483871,0.67741935483871,0.928571428571429,0.67741935483871,29,0.833333333333333,0.714285714285714,7,"B_with_time",50,107
18,6,6,90,0.75,0.75,0.9375,0.75,21,1,0.4,5,"A_baseline_only",60,107
22,13,9,127,0.628571428571429,0.709677419354839,0.907142857142857,0.666666666666667,30,0.75,0.857142857142857,7,"B_with_time",60,107
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,23,0.75,0.6,5,"A_baseline_only",75,107
22,13,9,127,0.628571428571429,0.709677419354839,0.907142857142857,0.666666666666667,34,0.833333333333333,0.714285714285714,7,"B_with_time",75,107
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,21,0.8,0.8,5,"A_baseline_only",100,107
25,10,6,130,0.714285714285714,0.806451612903226,0.928571428571429,0.757575757575758,34,1,0.857142857142857,7,"B_with_time",100,107
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,18,0.8,0.8,5,"A_baseline_only",150,107
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,21,1,1,7,"B_with_time",150,107
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,18,0.8,0.8,5,"A_baseline_only",200,107
27,14,4,126,0.658536585365854,0.870967741935484,0.9,0.75,34,0.777777777777778,1,7,"B_with_time",200,107
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,5,1,1,5,"A_baseline_only",300,107
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,30,0.875,1,7,"B_with_time",300,107
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,19,1,0.8,5,"A_baseline_only",500,107
28,16,3,124,0.636363636363636,0.903225806451613,0.885714285714286,0.746666666666667,37,1,1,7,"B_with_time",500,107
10,16,14,80,0.384615384615385,0.416666666666667,0.833333333333333,0.4,36,0.333333333333333,0.4,5,"A_baseline_only",20,108
18,30,13,110,0.375,0.580645161290323,0.785714285714286,0.455696202531646,52,0.666666666666667,0.571428571428571,7,"B_with_time",20,108
14,12,10,84,0.538461538461538,0.583333333333333,0.875,0.56,31,0.5,0.4,5,"A_baseline_only",30,108
17,15,14,125,0.53125,0.548387096774194,0.892857142857143,0.53968253968254,39,0.857142857142857,0.857142857142857,7,"B_with_time",30,108
16,6,8,90,0.727272727272727,0.666666666666667,0.9375,0.695652173913043,24,0.666666666666667,0.4,5,"A_baseline_only",40,108
16,15,15,125,0.516129032258065,0.516129032258065,0.892857142857143,0.516129032258065,39,0.75,0.428571428571429,7,"B_with_time",40,108
17,5,7,91,0.772727272727273,0.708333333333333,0.947916666666667,0.739130434782609,20,0.666666666666667,0.4,5,"A_baseline_only",50,108
24,19,7,121,0.558139534883721,0.774193548387097,0.864285714285714,0.648648648648649,37,0.714285714285714,0.714285714285714,7,"B_with_time",50,108
17,10,7,86,0.62962962962963,0.708333333333333,0.895833333333333,0.666666666666667,24,0.8,0.8,5,"A_baseline_only",60,108
23,8,8,132,0.741935483870968,0.741935483870968,0.942857142857143,0.741935483870968,31,1,0.714285714285714,7,"B_with_time",60,108
17,6,7,90,0.739130434782609,0.708333333333333,0.9375,0.723404255319149,19,1,0.4,5,"A_baseline_only",75,108
24,8,7,132,0.75,0.774193548387097,0.942857142857143,0.761904761904762,23,0.857142857142857,0.857142857142857,7,"B_with_time",75,108
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,20,1,0.8,5,"A_baseline_only",100,108
25,9,6,131,0.735294117647059,0.806451612903226,0.935714285714286,0.769230769230769,31,0.857142857142857,0.857142857142857,7,"B_with_time",100,108
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,17,1,0.8,5,"A_baseline_only",150,108
28,8,3,132,0.777777777777778,0.903225806451613,0.942857142857143,0.835820895522388,27,1,0.857142857142857,7,"B_with_time",150,108
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,7,1,1,5,"A_baseline_only",200,108
26,17,5,123,0.604651162790698,0.838709677419355,0.878571428571429,0.702702702702703,40,0.666666666666667,0.857142857142857,7,"B_with_time",200,108
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,11,1,1,5,"A_baseline_only",300,108
30,13,1,127,0.697674418604651,0.967741935483871,0.907142857142857,0.810810810810811,25,0.875,1,7,"B_with_time",300,108
22,8,2,88,0.733333333333333,0.916666666666667,0.916666666666667,0.814814814814815,22,0.666666666666667,0.8,5,"A_baseline_only",500,108
27,14,4,126,0.658536585365854,0.870967741935484,0.9,0.75,29,0.777777777777778,1,7,"B_with_time",500,108
12,16,12,80,0.428571428571429,0.5,0.833333333333333,0.461538461538462,34,0.75,0.6,5,"A_baseline_only",20,109
18,22,13,118,0.45,0.580645161290323,0.842857142857143,0.507042253521127,45,0.545454545454545,0.857142857142857,7,"B_with_time",20,109
12,11,12,85,0.521739130434783,0.5,0.885416666666667,0.51063829787234,26,0.5,0.2,5,"A_baseline_only",30,109
16,12,15,128,0.571428571428571,0.516129032258065,0.914285714285714,0.542372881355932,38,1,0.714285714285714,7,"B_with_time",30,109
15,12,9,84,0.555555555555556,0.625,0.875,0.588235294117647,29,0.8,0.8,5,"A_baseline_only",40,109
19,11,12,129,0.633333333333333,0.612903225806452,0.921428571428571,0.622950819672131,31,0.8,0.571428571428571,7,"B_with_time",40,109
18,8,6,88,0.692307692307692,0.75,0.916666666666667,0.72,23,1,0.6,5,"A_baseline_only",50,109
23,8,8,132,0.741935483870968,0.741935483870968,0.942857142857143,0.741935483870968,27,1,0.714285714285714,7,"B_with_time",50,109
16,6,8,90,0.727272727272727,0.666666666666667,0.9375,0.695652173913043,24,0.75,0.6,5,"A_baseline_only",60,109
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,31,1,0.857142857142857,7,"B_with_time",60,109
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,23,1,0.8,5,"A_baseline_only",75,109
23,14,8,126,0.621621621621622,0.741935483870968,0.9,0.676470588235294,31,0.8,0.571428571428571,7,"B_with_time",75,109
18,10,6,86,0.642857142857143,0.75,0.895833333333333,0.692307692307692,26,0.8,0.8,5,"A_baseline_only",100,109
25,10,6,130,0.714285714285714,0.806451612903226,0.928571428571429,0.757575757575758,32,0.875,1,7,"B_with_time",100,109
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,22,0.8,0.8,5,"A_baseline_only",150,109
25,16,6,124,0.609756097560976,0.806451612903226,0.885714285714286,0.694444444444445,36,1,1,7,"B_with_time",150,109
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,16,1,1,5,"A_baseline_only",200,109
28,9,3,131,0.756756756756757,0.903225806451613,0.935714285714286,0.823529411764706,29,1,1,7,"B_with_time",200,109
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,19,0.8,0.8,5,"A_baseline_only",300,109
29,16,2,124,0.644444444444444,0.935483870967742,0.885714285714286,0.763157894736842,38,0.777777777777778,1,7,"B_with_time",300,109
22,10,2,86,0.6875,0.916666666666667,0.895833333333333,0.785714285714286,25,0.714285714285714,1,5,"A_baseline_only",500,109
30,12,1,128,0.714285714285714,0.967741935483871,0.914285714285714,0.821917808219178,29,0.777777777777778,1,7,"B_with_time",500,109
8,28,16,68,0.222222222222222,0.333333333333333,0.708333333333333,0.266666666666667,50,0.166666666666667,0.2,5,"A_baseline_only",20,110
17,18,14,122,0.485714285714286,0.548387096774194,0.871428571428571,0.515151515151515,41,0.5,0.571428571428571,7,"B_with_time",20,110
13,9,11,87,0.590909090909091,0.541666666666667,0.90625,0.565217391304348,29,0.5,0.4,5,"A_baseline_only",30,110
18,10,13,130,0.642857142857143,0.580645161290323,0.928571428571429,0.610169491525424,34,1,0.714285714285714,7,"B_with_time",30,110
13,12,11,84,0.52,0.541666666666667,0.875,0.530612244897959,31,0.25,0.2,5,"A_baseline_only",40,110
22,12,9,128,0.647058823529412,0.709677419354839,0.914285714285714,0.676923076923077,36,0.666666666666667,0.571428571428571,7,"B_with_time",40,110
16,11,8,85,0.592592592592593,0.666666666666667,0.885416666666667,0.627450980392157,31,1,0.6,5,"A_baseline_only",50,110
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,26,0.75,0.857142857142857,7,"B_with_time",50,110
18,5,6,91,0.782608695652174,0.75,0.947916666666667,0.765957446808511,23,0.5,0.6,5,"A_baseline_only",60,110
25,11,6,129,0.694444444444444,0.806451612903226,0.921428571428571,0.746268656716418,30,0.857142857142857,0.857142857142857,7,"B_with_time",60,110
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,18,0.75,0.6,5,"A_baseline_only",75,110
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,33,0.75,0.857142857142857,7,"B_with_time",75,110
21,1,3,95,0.954545454545455,0.875,0.989583333333333,0.91304347826087,11,1,0.6,5,"A_baseline_only",100,110
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,28,0.857142857142857,0.857142857142857,7,"B_with_time",100,110
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,18,1,0.8,5,"A_baseline_only",150,110
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,31,0.875,1,7,"B_with_time",150,110
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,10,0.714285714285714,1,5,"A_baseline_only",200,110
28,16,3,124,0.636363636363636,0.903225806451613,0.885714285714286,0.746666666666667,33,0.777777777777778,1,7,"B_with_time",200,110
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,17,0.666666666666667,0.8,5,"A_baseline_only",300,110
28,12,3,128,0.7,0.903225806451613,0.914285714285714,0.788732394366197,27,0.875,1,7,"B_with_time",300,110
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,15,1,1,5,"A_baseline_only",500,110
28,16,3,124,0.636363636363636,0.903225806451613,0.885714285714286,0.746666666666667,37,0.875,1,7,"B_with_time",500,110
12,16,12,80,0.428571428571429,0.5,0.833333333333333,0.461538461538462,33,0.571428571428571,0.8,5,"A_baseline_only",20,111
13,35,18,105,0.270833333333333,0.419354838709677,0.75,0.329113924050633,60,0.25,0.285714285714286,7,"B_with_time",20,111
12,7,12,89,0.631578947368421,0.5,0.927083333333333,0.558139534883721,26,0.5,0.2,5,"A_baseline_only",30,111
24,14,7,126,0.631578947368421,0.774193548387097,0.9,0.695652173913043,32,0.714285714285714,0.714285714285714,7,"B_with_time",30,111
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,18,0.833333333333333,1,5,"A_baseline_only",40,111
25,7,6,133,0.78125,0.806451612903226,0.95,0.793650793650794,25,0.833333333333333,0.714285714285714,7,"B_with_time",40,111
18,6,6,90,0.75,0.75,0.9375,0.75,22,1,0.6,5,"A_baseline_only",50,111
19,11,12,129,0.633333333333333,0.612903225806452,0.921428571428571,0.622950819672131,32,1,0.714285714285714,7,"B_with_time",50,111
18,6,6,90,0.75,0.75,0.9375,0.75,19,0,0,5,"A_baseline_only",60,111
20,11,11,129,0.645161290322581,0.645161290322581,0.921428571428571,0.645161290322581,35,0.714285714285714,0.714285714285714,7,"B_with_time",60,111
19,5,5,91,0.791666666666667,0.791666666666667,0.947916666666667,0.791666666666667,20,1,0.6,5,"A_baseline_only",75,111
22,10,9,130,0.6875,0.709677419354839,0.928571428571429,0.698412698412698,33,0.8,0.571428571428571,7,"B_with_time",75,111
21,5,3,91,0.807692307692308,0.875,0.947916666666667,0.84,21,0.75,0.6,5,"A_baseline_only",100,111
24,7,7,133,0.774193548387097,0.774193548387097,0.95,0.774193548387097,31,1,0.857142857142857,7,"B_with_time",100,111
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,20,1,1,5,"A_baseline_only",150,111
28,7,3,133,0.8,0.903225806451613,0.95,0.848484848484849,22,0.875,1,7,"B_with_time",150,111
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,14,0.833333333333333,1,5,"A_baseline_only",200,111
25,9,6,131,0.735294117647059,0.806451612903226,0.935714285714286,0.769230769230769,32,1,0.714285714285714,7,"B_with_time",200,111
23,1,1,95,0.958333333333333,0.958333333333333,0.989583333333333,0.958333333333333,6,1,1,5,"A_baseline_only",300,111
28,9,3,131,0.756756756756757,0.903225806451613,0.935714285714286,0.823529411764706,28,1,1,7,"B_with_time",300,111
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,20,1,1,5,"A_baseline_only",500,111
28,16,3,124,0.636363636363636,0.903225806451613,0.885714285714286,0.746666666666667,36,1,1,7,"B_with_time",500,111
11,15,13,81,0.423076923076923,0.458333333333333,0.84375,0.44,34,0.333333333333333,0.2,5,"A_baseline_only",20,112
14,25,17,115,0.358974358974359,0.451612903225806,0.821428571428571,0.4,53,0.714285714285714,0.714285714285714,7,"B_with_time",20,112
14,11,10,85,0.56,0.583333333333333,0.885416666666667,0.571428571428571,29,0.5,0.4,5,"A_baseline_only",30,112
15,15,16,125,0.5,0.483870967741935,0.892857142857143,0.491803278688525,39,0.8,0.571428571428571,7,"B_with_time",30,112
13,11,11,85,0.541666666666667,0.541666666666667,0.885416666666667,0.541666666666667,28,0.5,0.4,5,"A_baseline_only",40,112
22,9,9,131,0.709677419354839,0.709677419354839,0.935714285714286,0.709677419354839,31,0.833333333333333,0.714285714285714,7,"B_with_time",40,112
21,11,3,85,0.65625,0.875,0.885416666666667,0.75,22,1,0.8,5,"A_baseline_only",50,112
23,14,8,126,0.621621621621622,0.741935483870968,0.9,0.676470588235294,34,1,1,7,"B_with_time",50,112
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,20,0.833333333333333,1,5,"A_baseline_only",60,112
25,8,6,132,0.757575757575758,0.806451612903226,0.942857142857143,0.78125,28,0.714285714285714,0.714285714285714,7,"B_with_time",60,112
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,15,0.666666666666667,0.8,5,"A_baseline_only",75,112
22,12,9,128,0.647058823529412,0.709677419354839,0.914285714285714,0.676923076923077,35,0.833333333333333,0.714285714285714,7,"B_with_time",75,112
21,3,3,93,0.875,0.875,0.96875,0.875,12,1,1,5,"A_baseline_only",100,112
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,26,0.833333333333333,0.714285714285714,7,"B_with_time",100,112
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,19,1,1,5,"A_baseline_only",150,112
25,11,6,129,0.694444444444444,0.806451612903226,0.921428571428571,0.746268656716418,30,0.875,1,7,"B_with_time",150,112
23,1,1,95,0.958333333333333,0.958333333333333,0.989583333333333,0.958333333333333,14,1,1,5,"A_baseline_only",200,112
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,32,0.875,1,7,"B_with_time",200,112
21,3,3,93,0.875,0.875,0.96875,0.875,17,0.666666666666667,0.8,5,"A_baseline_only",300,112
29,12,2,128,0.707317073170732,0.935483870967742,0.914285714285714,0.805555555555556,26,1,1,7,"B_with_time",300,112
23,8,1,88,0.741935483870968,0.958333333333333,0.916666666666667,0.836363636363636,19,0.714285714285714,1,5,"A_baseline_only",500,112
30,13,1,127,0.697674418604651,0.967741935483871,0.907142857142857,0.810810810810811,32,1,1,7,"B_with_time",500,112
12,16,12,80,0.428571428571429,0.5,0.833333333333333,0.461538461538462,34,0.666666666666667,0.4,5,"A_baseline_only",20,113
19,20,12,120,0.487179487179487,0.612903225806452,0.857142857142857,0.542857142857143,40,0.4,0.285714285714286,7,"B_with_time",20,113
12,9,12,87,0.571428571428571,0.5,0.90625,0.533333333333333,29,0.666666666666667,0.4,5,"A_baseline_only",30,113
18,14,13,126,0.5625,0.580645161290323,0.9,0.571428571428572,40,0.625,0.714285714285714,7,"B_with_time",30,113
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,23,1,0.6,5,"A_baseline_only",40,113
19,15,12,125,0.558823529411765,0.612903225806452,0.892857142857143,0.584615384615385,34,0.857142857142857,0.857142857142857,7,"B_with_time",40,113
15,11,9,85,0.576923076923077,0.625,0.885416666666667,0.6,29,0.5,0.4,5,"A_baseline_only",50,113
23,9,8,131,0.71875,0.741935483870968,0.935714285714286,0.73015873015873,24,1,0.714285714285714,7,"B_with_time",50,113
18,9,6,87,0.666666666666667,0.75,0.90625,0.705882352941177,26,0.75,0.6,5,"A_baseline_only",60,113
18,14,13,126,0.5625,0.580645161290323,0.9,0.571428571428572,35,0.714285714285714,0.714285714285714,7,"B_with_time",60,113
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,19,0.75,0.6,5,"A_baseline_only",75,113
25,13,6,127,0.657894736842105,0.806451612903226,0.907142857142857,0.72463768115942,29,0.875,1,7,"B_with_time",75,113
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,12,1,1,5,"A_baseline_only",100,113
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,26,0.857142857142857,0.857142857142857,7,"B_with_time",100,113
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,15,0.833333333333333,1,5,"A_baseline_only",150,113
27,7,4,133,0.794117647058823,0.870967741935484,0.95,0.830769230769231,25,0.875,1,7,"B_with_time",150,113
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,18,1,1,5,"A_baseline_only",200,113
26,5,5,135,0.838709677419355,0.838709677419355,0.964285714285714,0.838709677419355,21,0.875,1,7,"B_with_time",200,113
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,1,1,5,"A_baseline_only",300,113
28,14,3,126,0.666666666666667,0.903225806451613,0.9,0.767123287671233,36,0.875,1,7,"B_with_time",300,113
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,6,1,1,5,"A_baseline_only",500,113
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,29,0.875,1,7,"B_with_time",500,113
14,14,10,82,0.5,0.583333333333333,0.854166666666667,0.538461538461538,31,0.8,0.8,5,"A_baseline_only",20,114
13,27,18,113,0.325,0.419354838709677,0.807142857142857,0.366197183098592,54,0.666666666666667,0.285714285714286,7,"B_with_time",20,114
10,14,14,82,0.416666666666667,0.416666666666667,0.854166666666667,0.416666666666667,31,1,0.6,5,"A_baseline_only",30,114
18,19,13,121,0.486486486486487,0.580645161290323,0.864285714285714,0.529411764705882,44,1,0.571428571428571,7,"B_with_time",30,114
16,11,8,85,0.592592592592593,0.666666666666667,0.885416666666667,0.627450980392157,27,0.75,0.6,5,"A_baseline_only",40,114
23,14,8,126,0.621621621621622,0.741935483870968,0.9,0.676470588235294,37,0.857142857142857,0.857142857142857,7,"B_with_time",40,114
14,10,10,86,0.583333333333333,0.583333333333333,0.895833333333333,0.583333333333333,29,0.666666666666667,0.4,5,"A_baseline_only",50,114
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,38,1,0.857142857142857,7,"B_with_time",50,114
16,5,8,91,0.761904761904762,0.666666666666667,0.947916666666667,0.711111111111111,19,1,0.6,5,"A_baseline_only",60,114
21,11,10,129,0.65625,0.67741935483871,0.921428571428571,0.666666666666667,29,0.875,1,7,"B_with_time",60,114
19,3,5,93,0.863636363636364,0.791666666666667,0.96875,0.826086956521739,17,1,0.6,5,"A_baseline_only",75,114
26,6,5,134,0.8125,0.838709677419355,0.957142857142857,0.825396825396825,24,1,1,7,"B_with_time",75,114
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,25,1,0.6,5,"A_baseline_only",100,114
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,30,1,0.857142857142857,7,"B_with_time",100,114
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,16,1,1,5,"A_baseline_only",150,114
30,6,1,134,0.833333333333333,0.967741935483871,0.957142857142857,0.895522388059702,23,1,1,7,"B_with_time",150,114
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,12,1,1,5,"A_baseline_only",200,114
30,15,1,125,0.666666666666667,0.967741935483871,0.892857142857143,0.789473684210526,29,0.875,1,7,"B_with_time",200,114
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,17,0.833333333333333,1,5,"A_baseline_only",300,114
28,19,3,121,0.595744680851064,0.903225806451613,0.864285714285714,0.717948717948718,39,1,1,7,"B_with_time",300,114
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,14,1,1,5,"A_baseline_only",500,114
28,15,3,125,0.651162790697674,0.903225806451613,0.892857142857143,0.756756756756757,32,0.875,1,7,"B_with_time",500,114
9,19,15,77,0.321428571428571,0.375,0.802083333333333,0.346153846153846,41,0.166666666666667,0.2,5,"A_baseline_only",20,115
20,20,11,120,0.5,0.645161290322581,0.857142857142857,0.563380281690141,37,0.6,0.857142857142857,7,"B_with_time",20,115
15,9,9,87,0.625,0.625,0.90625,0.625,26,1,0.4,5,"A_baseline_only",30,115
16,16,15,124,0.5,0.516129032258065,0.885714285714286,0.507936507936508,40,0.75,0.428571428571429,7,"B_with_time",30,115
18,8,6,88,0.692307692307692,0.75,0.916666666666667,0.72,22,1,0.8,5,"A_baseline_only",40,115
22,16,9,124,0.578947368421053,0.709677419354839,0.885714285714286,0.63768115942029,34,1,0.714285714285714,7,"B_with_time",40,115
19,9,5,87,0.678571428571429,0.791666666666667,0.90625,0.730769230769231,26,1,1,5,"A_baseline_only",50,115
19,10,12,130,0.655172413793103,0.612903225806452,0.928571428571429,0.633333333333333,33,0.714285714285714,0.714285714285714,7,"B_with_time",50,115
17,7,7,89,0.708333333333333,0.708333333333333,0.927083333333333,0.708333333333333,15,1,0.6,5,"A_baseline_only",60,115
23,11,8,129,0.676470588235294,0.741935483870968,0.921428571428571,0.707692307692308,31,1,0.857142857142857,7,"B_with_time",60,115
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,13,1,1,5,"A_baseline_only",75,115
22,12,9,128,0.647058823529412,0.709677419354839,0.914285714285714,0.676923076923077,31,0.625,0.714285714285714,7,"B_with_time",75,115
19,2,5,94,0.904761904761905,0.791666666666667,0.979166666666667,0.844444444444444,16,1,0.6,5,"A_baseline_only",100,115
26,8,5,132,0.764705882352941,0.838709677419355,0.942857142857143,0.8,26,1,0.714285714285714,7,"B_with_time",100,115
21,5,3,91,0.807692307692308,0.875,0.947916666666667,0.84,17,1,0.8,5,"A_baseline_only",150,115
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,33,1,1,7,"B_with_time",150,115
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,19,1,1,5,"A_baseline_only",200,115
29,10,2,130,0.743589743589744,0.935483870967742,0.928571428571429,0.828571428571429,29,0.875,1,7,"B_with_time",200,115
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,19,0.8,0.8,5,"A_baseline_only",300,115
