"node1","node2","pair","true_label","frequency","network","n"
"EarlySleepChange","SuicidalIdeation","EarlySleepChange--SuicidalIdeation",0,0.13,"B_with_time",20
"EarlySleepChange","TxResistance","EarlySleepChange--TxResistance",0,0.14,"B_with_time",20
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.155,"B_with_time",20
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.19,"B_with_time",20
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.13,"B_with_time",20
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.2,"B_with_time",20
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.215,"B_with_time",20
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.205,"B_with_time",20
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.2,"B_with_time",20
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.185,"B_with_time",20
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.205,"B_with_time",20
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.205,"B_with_time",20
"HigherCognition","IS","HigherCognition--IS",0,0.165,"B_with_time",20
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.185,"B_with_time",20
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.15,"B_with_time",20
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,0.53,"B_with_time",20
"HigherCognition","RA","HigherCognition--RA",0,0.195,"B_with_time",20
"HigherCognition","Response","HigherCognition--Response",0,0.235,"B_with_time",20
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.175,"B_with_time",20
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.18,"B_with_time",20
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.15,"B_with_time",20
"IS","MedicationLoad","IS--MedicationLoad",0,0.18,"B_with_time",20
"IS","PriorECT","IS--PriorECT",0,0.195,"B_with_time",20
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.215,"B_with_time",20
"IS","RA","IS--RA",1,0.545,"B_with_time",20
"IS","Response","IS--Response",1,0.53,"B_with_time",20
"IS","SleepQuality","IS--SleepQuality",0,0.27,"B_with_time",20
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.16,"B_with_time",20
"IS","TxResistance","IS--TxResistance",0,0.2,"B_with_time",20
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.2,"B_with_time",20
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.135,"B_with_time",20
"MedicationLoad","RA","MedicationLoad--RA",0,0.145,"B_with_time",20
"MedicationLoad","Response","MedicationLoad--Response",0,0.205,"B_with_time",20
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.175,"B_with_time",20
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.17,"B_with_time",20
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,0.595,"B_with_time",20
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.18,"B_with_time",20
"PriorECT","RA","PriorECT--RA",0,0.19,"B_with_time",20
"PriorECT","Response","PriorECT--Response",0,0.175,"B_with_time",20
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.155,"B_with_time",20
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.15,"B_with_time",20
"PriorECT","TxResistance","PriorECT--TxResistance",1,0.685,"B_with_time",20
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.155,"B_with_time",20
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,0.595,"B_with_time",20
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.185,"B_with_time",20
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.15,"B_with_time",20
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.145,"B_with_time",20
"RA","Response","RA--Response",0,0.245,"B_with_time",20
"RA","SleepQuality","RA--SleepQuality",1,0.44,"B_with_time",20
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.175,"B_with_time",20
"RA","TxResistance","RA--TxResistance",0,0.175,"B_with_time",20
"Response","SleepQuality","Response--SleepQuality",0,0.24,"B_with_time",20
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.235,"B_with_time",20
"Response","TxResistance","Response--TxResistance",1,0.435,"B_with_time",20
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.22,"B_with_time",20
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.155,"B_with_time",20
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.195,"B_with_time",20
"Age","BaselineSeverity","Age--BaselineSeverity",0,0.125,"B_with_time",60
"Age","ChildhoodTrauma","Age--ChildhoodTrauma",0,0.04,"B_with_time",60
"Age","Chronicity","Age--Chronicity",1,0.925,"B_with_time",60
"Age","ComorbidAnxiety","Age--ComorbidAnxiety",0,0.09,"B_with_time",60
"Age","EarlyActigraphyChange","Age--EarlyActigraphyChange",0,0.04,"B_with_time",60
"Age","EarlyMADRSChange","Age--EarlyMADRSChange",0,0.065,"B_with_time",60
"Age","EarlySleepChange","Age--EarlySleepChange",0,0.045,"B_with_time",60
"Age","FunctionalImpairment","Age--FunctionalImpairment",0,0.055,"B_with_time",60
"Age","HigherCognition","Age--HigherCognition",1,0.385,"B_with_time",60
"Age","IS","Age--IS",0,0.075,"B_with_time",60
"Age","MedicationLoad","Age--MedicationLoad",0,0.04,"B_with_time",60
"Age","PriorECT","Age--PriorECT",0,0.055,"B_with_time",60
"Age","PsychomotorSpeed","Age--PsychomotorSpeed",1,0.77,"B_with_time",60
"Age","RA","Age--RA",0,0.055,"B_with_time",60
"Age","Response","Age--Response",0,0.075,"B_with_time",60
"Age","SleepQuality","Age--SleepQuality",0,0.025,"B_with_time",60
"Age","SuicidalIdeation","Age--SuicidalIdeation",0,0.035,"B_with_time",60
"Age","TxResistance","Age--TxResistance",0,0.11,"B_with_time",60
"BaselineSeverity","ChildhoodTrauma","BaselineSeverity--ChildhoodTrauma",0,0.035,"B_with_time",60
"BaselineSeverity","Chronicity","BaselineSeverity--Chronicity",1,0.865,"B_with_time",60
"BaselineSeverity","ComorbidAnxiety","BaselineSeverity--ComorbidAnxiety",1,0.355,"B_with_time",60
"BaselineSeverity","EarlyActigraphyChange","BaselineSeverity--EarlyActigraphyChange",0,0.125,"B_with_time",60
"BaselineSeverity","EarlyMADRSChange","BaselineSeverity--EarlyMADRSChange",1,0.38,"B_with_time",60
"BaselineSeverity","EarlySleepChange","BaselineSeverity--EarlySleepChange",0,0.08,"B_with_time",60
"BaselineSeverity","FunctionalImpairment","BaselineSeverity--FunctionalImpairment",1,0.95,"B_with_time",60
"BaselineSeverity","HigherCognition","BaselineSeverity--HigherCognition",0,0.125,"B_with_time",60
"BaselineSeverity","IS","BaselineSeverity--IS",1,0.405,"B_with_time",60
"BaselineSeverity","MedicationLoad","BaselineSeverity--MedicationLoad",0,0.06,"B_with_time",60
"BaselineSeverity","PriorECT","BaselineSeverity--PriorECT",0,0.055,"B_with_time",60
"BaselineSeverity","PsychomotorSpeed","BaselineSeverity--PsychomotorSpeed",1,0.215,"B_with_time",60
"BaselineSeverity","RA","BaselineSeverity--RA",0,0.05,"B_with_time",60
"BaselineSeverity","Response","BaselineSeverity--Response",1,0.875,"B_with_time",60
"BaselineSeverity","SleepQuality","BaselineSeverity--SleepQuality",1,0.39,"B_with_time",60
"BaselineSeverity","SuicidalIdeation","BaselineSeverity--SuicidalIdeation",1,0.795,"B_with_time",60
"BaselineSeverity","TxResistance","BaselineSeverity--TxResistance",0,0.26,"B_with_time",60
"ChildhoodTrauma","Chronicity","ChildhoodTrauma--Chronicity",0,0.07,"B_with_time",60
"ChildhoodTrauma","ComorbidAnxiety","ChildhoodTrauma--ComorbidAnxiety",1,0.895,"B_with_time",60
"ChildhoodTrauma","EarlyActigraphyChange","ChildhoodTrauma--EarlyActigraphyChange",0,0.1,"B_with_time",60
"ChildhoodTrauma","EarlyMADRSChange","ChildhoodTrauma--EarlyMADRSChange",0,0.075,"B_with_time",60
"ChildhoodTrauma","EarlySleepChange","ChildhoodTrauma--EarlySleepChange",0,0.065,"B_with_time",60
"ChildhoodTrauma","FunctionalImpairment","ChildhoodTrauma--FunctionalImpairment",0,0.085,"B_with_time",60
"ChildhoodTrauma","HigherCognition","ChildhoodTrauma--HigherCognition",0,0.065,"B_with_time",60
"ChildhoodTrauma","IS","ChildhoodTrauma--IS",0,0.055,"B_with_time",60
"ChildhoodTrauma","MedicationLoad","ChildhoodTrauma--MedicationLoad",0,0.055,"B_with_time",60
"ChildhoodTrauma","PriorECT","ChildhoodTrauma--PriorECT",0,0.06,"B_with_time",60
"ChildhoodTrauma","PsychomotorSpeed","ChildhoodTrauma--PsychomotorSpeed",0,0.09,"B_with_time",60
"ChildhoodTrauma","RA","ChildhoodTrauma--RA",0,0.07,"B_with_time",60
"ChildhoodTrauma","Response","ChildhoodTrauma--Response",0,0.075,"B_with_time",60
"ChildhoodTrauma","SleepQuality","ChildhoodTrauma--SleepQuality",0,0.095,"B_with_time",60
"ChildhoodTrauma","SuicidalIdeation","ChildhoodTrauma--SuicidalIdeation",1,0.845,"B_with_time",60
"ChildhoodTrauma","TxResistance","ChildhoodTrauma--TxResistance",0,0.065,"B_with_time",60
"Chronicity","ComorbidAnxiety","Chronicity--ComorbidAnxiety",0,0.115,"B_with_time",60
"Chronicity","EarlyActigraphyChange","Chronicity--EarlyActigraphyChange",0,0.055,"B_with_time",60
"Chronicity","EarlyMADRSChange","Chronicity--EarlyMADRSChange",0,0.085,"B_with_time",60
"Chronicity","EarlySleepChange","Chronicity--EarlySleepChange",0,0.075,"B_with_time",60
"Chronicity","FunctionalImpairment","Chronicity--FunctionalImpairment",0,0.09,"B_with_time",60
"Chronicity","HigherCognition","Chronicity--HigherCognition",0,0.105,"B_with_time",60
"Chronicity","IS","Chronicity--IS",0,0.075,"B_with_time",60
"Chronicity","MedicationLoad","Chronicity--MedicationLoad",0,0.07,"B_with_time",60
"Chronicity","PriorECT","Chronicity--PriorECT",0,0.065,"B_with_time",60
"Chronicity","PsychomotorSpeed","Chronicity--PsychomotorSpeed",0,0.085,"B_with_time",60
"Chronicity","RA","Chronicity--RA",0,0.05,"B_with_time",60
"Chronicity","Response","Chronicity--Response",0,0.09,"B_with_time",60
"Chronicity","SleepQuality","Chronicity--SleepQuality",0,0.165,"B_with_time",60
"Chronicity","SuicidalIdeation","Chronicity--SuicidalIdeation",0,0.11,"B_with_time",60
"Chronicity","TxResistance","Chronicity--TxResistance",1,0.67,"B_with_time",60
"ComorbidAnxiety","EarlyActigraphyChange","ComorbidAnxiety--EarlyActigraphyChange",1,0.58,"B_with_time",60
"ComorbidAnxiety","EarlyMADRSChange","ComorbidAnxiety--EarlyMADRSChange",0,0.095,"B_with_time",60
"ComorbidAnxiety","EarlySleepChange","ComorbidAnxiety--EarlySleepChange",0,0.1,"B_with_time",60
"ComorbidAnxiety","FunctionalImpairment","ComorbidAnxiety--FunctionalImpairment",0,0.09,"B_with_time",60
"ComorbidAnxiety","HigherCognition","ComorbidAnxiety--HigherCognition",0,0.065,"B_with_time",60
"ComorbidAnxiety","IS","ComorbidAnxiety--IS",0,0.085,"B_with_time",60
"ComorbidAnxiety","MedicationLoad","ComorbidAnxiety--MedicationLoad",0,0.05,"B_with_time",60
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.065,"B_with_time",60
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.095,"B_with_time",60
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.065,"B_with_time",60
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.745,"B_with_time",60
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,0.805,"B_with_time",60
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.125,"B_with_time",60
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.13,"B_with_time",60
"EarlyActigraphyChange","EarlyMADRSChange","EarlyActigraphyChange--EarlyMADRSChange",0,0.225,"B_with_time",60
"EarlyActigraphyChange","EarlySleepChange","EarlyActigraphyChange--EarlySleepChange",0,0.07,"B_with_time",60
"EarlyActigraphyChange","FunctionalImpairment","EarlyActigraphyChange--FunctionalImpairment",0,0.055,"B_with_time",60
"EarlyActigraphyChange","HigherCognition","EarlyActigraphyChange--HigherCognition",0,0.045,"B_with_time",60
"EarlyActigraphyChange","IS","EarlyActigraphyChange--IS",0,0.05,"B_with_time",60
"EarlyActigraphyChange","MedicationLoad","EarlyActigraphyChange--MedicationLoad",0,0.04,"B_with_time",60
"EarlyActigraphyChange","PriorECT","EarlyActigraphyChange--PriorECT",0,0.045,"B_with_time",60
"EarlyActigraphyChange","PsychomotorSpeed","EarlyActigraphyChange--PsychomotorSpeed",0,0.21,"B_with_time",60
"EarlyActigraphyChange","RA","EarlyActigraphyChange--RA",1,0.83,"B_with_time",60
"EarlyActigraphyChange","Response","EarlyActigraphyChange--Response",1,0.935,"B_with_time",60
"EarlyActigraphyChange","SleepQuality","EarlyActigraphyChange--SleepQuality",0,0.09,"B_with_time",60
"EarlyActigraphyChange","SuicidalIdeation","EarlyActigraphyChange--SuicidalIdeation",0,0.065,"B_with_time",60
"EarlyActigraphyChange","TxResistance","EarlyActigraphyChange--TxResistance",0,0.16,"B_with_time",60
"EarlyMADRSChange","EarlySleepChange","EarlyMADRSChange--EarlySleepChange",0,0.065,"B_with_time",60
"EarlyMADRSChange","FunctionalImpairment","EarlyMADRSChange--FunctionalImpairment",0,0.09,"B_with_time",60
"EarlyMADRSChange","HigherCognition","EarlyMADRSChange--HigherCognition",0,0.07,"B_with_time",60
"EarlyMADRSChange","IS","EarlyMADRSChange--IS",0,0.14,"B_with_time",60
"EarlyMADRSChange","MedicationLoad","EarlyMADRSChange--MedicationLoad",0,0.09,"B_with_time",60
"EarlyMADRSChange","PriorECT","EarlyMADRSChange--PriorECT",0,0.095,"B_with_time",60
"EarlyMADRSChange","PsychomotorSpeed","EarlyMADRSChange--PsychomotorSpeed",0,0.17,"B_with_time",60
"EarlyMADRSChange","RA","EarlyMADRSChange--RA",0,0.105,"B_with_time",60
"EarlyMADRSChange","Response","EarlyMADRSChange--Response",1,0.89,"B_with_time",60
"EarlyMADRSChange","SleepQuality","EarlyMADRSChange--SleepQuality",0,0.11,"B_with_time",60
"EarlyMADRSChange","SuicidalIdeation","EarlyMADRSChange--SuicidalIdeation",0,0.05,"B_with_time",60
"EarlyMADRSChange","TxResistance","EarlyMADRSChange--TxResistance",1,0.285,"B_with_time",60
"EarlySleepChange","FunctionalImpairment","EarlySleepChange--FunctionalImpairment",0,0.095,"B_with_time",60
"EarlySleepChange","HigherCognition","EarlySleepChange--HigherCognition",0,0.045,"B_with_time",60
"EarlySleepChange","IS","EarlySleepChange--IS",0,0.06,"B_with_time",60
"EarlySleepChange","MedicationLoad","EarlySleepChange--MedicationLoad",0,0.09,"B_with_time",60
"EarlySleepChange","PriorECT","EarlySleepChange--PriorECT",0,0.08,"B_with_time",60
"EarlySleepChange","PsychomotorSpeed","EarlySleepChange--PsychomotorSpeed",0,0.07,"B_with_time",60
"EarlySleepChange","RA","EarlySleepChange--RA",0,0.075,"B_with_time",60
"EarlySleepChange","Response","EarlySleepChange--Response",0,0.045,"B_with_time",60
"EarlySleepChange","SleepQuality","EarlySleepChange--SleepQuality",1,0.88,"B_with_time",60
"EarlySleepChange","SuicidalIdeation","EarlySleepChange--SuicidalIdeation",0,0.045,"B_with_time",60
"EarlySleepChange","TxResistance","EarlySleepChange--TxResistance",0,0.065,"B_with_time",60
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.055,"B_with_time",60
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.095,"B_with_time",60
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.045,"B_with_time",60
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.055,"B_with_time",60
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.035,"B_with_time",60
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.055,"B_with_time",60
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.045,"B_with_time",60
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.125,"B_with_time",60
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.08,"B_with_time",60
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.06,"B_with_time",60
"HigherCognition","IS","HigherCognition--IS",0,0.05,"B_with_time",60
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.065,"B_with_time",60
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.06,"B_with_time",60
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,0.925,"B_with_time",60
"HigherCognition","RA","HigherCognition--RA",0,0.06,"B_with_time",60
"HigherCognition","Response","HigherCognition--Response",0,0.1,"B_with_time",60
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.06,"B_with_time",60
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.08,"B_with_time",60
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.05,"B_with_time",60
"IS","MedicationLoad","IS--MedicationLoad",0,0.085,"B_with_time",60
"IS","PriorECT","IS--PriorECT",0,0.055,"B_with_time",60
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.115,"B_with_time",60
"IS","RA","IS--RA",1,0.86,"B_with_time",60
"IS","Response","IS--Response",1,0.74,"B_with_time",60
"IS","SleepQuality","IS--SleepQuality",0,0.105,"B_with_time",60
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.11,"B_with_time",60
"IS","TxResistance","IS--TxResistance",0,0.18,"B_with_time",60
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.06,"B_with_time",60
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.065,"B_with_time",60
"MedicationLoad","RA","MedicationLoad--RA",0,0.075,"B_with_time",60
"MedicationLoad","Response","MedicationLoad--Response",0,0.075,"B_with_time",60
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.065,"B_with_time",60
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.085,"B_with_time",60
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,0.945,"B_with_time",60
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.085,"B_with_time",60
"PriorECT","RA","PriorECT--RA",0,0.07,"B_with_time",60
"PriorECT","Response","PriorECT--Response",0,0.07,"B_with_time",60
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.07,"B_with_time",60
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.08,"B_with_time",60
"PriorECT","TxResistance","PriorECT--TxResistance",1,0.975,"B_with_time",60
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.035,"B_with_time",60
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,0.895,"B_with_time",60
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.04,"B_with_time",60
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.08,"B_with_time",60
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.11,"B_with_time",60
"RA","Response","RA--Response",0,0.09,"B_with_time",60
"RA","SleepQuality","RA--SleepQuality",1,0.77,"B_with_time",60
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.1,"B_with_time",60
"RA","TxResistance","RA--TxResistance",0,0.065,"B_with_time",60
"Response","SleepQuality","Response--SleepQuality",0,0.09,"B_with_time",60
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.06,"B_with_time",60
"Response","TxResistance","Response--TxResistance",1,0.755,"B_with_time",60
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.075,"B_with_time",60
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.045,"B_with_time",60
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.06,"B_with_time",60
"Age","BaselineSeverity","Age--BaselineSeverity",0,0.165,"B_with_time",100
"Age","ChildhoodTrauma","Age--ChildhoodTrauma",0,0.005,"B_with_time",100
"Age","Chronicity","Age--Chronicity",1,0.99,"B_with_time",100
"Age","ComorbidAnxiety","Age--ComorbidAnxiety",0,0.06,"B_with_time",100
"Age","EarlyActigraphyChange","Age--EarlyActigraphyChange",0,0.035,"B_with_time",100
"Age","EarlyMADRSChange","Age--EarlyMADRSChange",0,0.09,"B_with_time",100
"Age","EarlySleepChange","Age--EarlySleepChange",0,0.045,"B_with_time",100
"Age","FunctionalImpairment","Age--FunctionalImpairment",0,0.065,"B_with_time",100
"Age","HigherCognition","Age--HigherCognition",1,0.565,"B_with_time",100
"Age","IS","Age--IS",0,0.07,"B_with_time",100
"Age","MedicationLoad","Age--MedicationLoad",0,0.04,"B_with_time",100
"Age","PriorECT","Age--PriorECT",0,0.03,"B_with_time",100
"Age","PsychomotorSpeed","Age--PsychomotorSpeed",1,0.92,"B_with_time",100
"Age","RA","Age--RA",0,0.03,"B_with_time",100
"Age","Response","Age--Response",0,0.08,"B_with_time",100
"Age","SleepQuality","Age--SleepQuality",0,0.075,"B_with_time",100
"Age","SuicidalIdeation","Age--SuicidalIdeation",0,0.04,"B_with_time",100
"Age","TxResistance","Age--TxResistance",0,0.065,"B_with_time",100
"BaselineSeverity","ChildhoodTrauma","BaselineSeverity--ChildhoodTrauma",0,0.03,"B_with_time",100
"BaselineSeverity","Chronicity","BaselineSeverity--Chronicity",1,0.94,"B_with_time",100
"BaselineSeverity","ComorbidAnxiety","BaselineSeverity--ComorbidAnxiety",1,0.485,"B_with_time",100
"BaselineSeverity","EarlyActigraphyChange","BaselineSeverity--EarlyActigraphyChange",0,0.2,"B_with_time",100
"BaselineSeverity","EarlyMADRSChange","BaselineSeverity--EarlyMADRSChange",1,0.365,"B_with_time",100
"BaselineSeverity","EarlySleepChange","BaselineSeverity--EarlySleepChange",0,0.045,"B_with_time",100
"BaselineSeverity","FunctionalImpairment","BaselineSeverity--FunctionalImpairment",1,0.995,"B_with_time",100
"BaselineSeverity","HigherCognition","BaselineSeverity--HigherCognition",0,0.09,"B_with_time",100
"BaselineSeverity","IS","BaselineSeverity--IS",1,0.495,"B_with_time",100
"BaselineSeverity","MedicationLoad","BaselineSeverity--MedicationLoad",0,0.04,"B_with_time",100
"BaselineSeverity","PriorECT","BaselineSeverity--PriorECT",0,0.06,"B_with_time",100
"BaselineSeverity","PsychomotorSpeed","BaselineSeverity--PsychomotorSpeed",1,0.235,"B_with_time",100
"BaselineSeverity","RA","BaselineSeverity--RA",0,0.045,"B_with_time",100
"BaselineSeverity","Response","BaselineSeverity--Response",1,0.93,"B_with_time",100
"BaselineSeverity","SleepQuality","BaselineSeverity--SleepQuality",1,0.395,"B_with_time",100
"BaselineSeverity","SuicidalIdeation","BaselineSeverity--SuicidalIdeation",1,0.96,"B_with_time",100
"BaselineSeverity","TxResistance","BaselineSeverity--TxResistance",0,0.36,"B_with_time",100
"ChildhoodTrauma","Chronicity","ChildhoodTrauma--Chronicity",0,0.06,"B_with_time",100
"ChildhoodTrauma","ComorbidAnxiety","ChildhoodTrauma--ComorbidAnxiety",1,0.995,"B_with_time",100
"ChildhoodTrauma","EarlyActigraphyChange","ChildhoodTrauma--EarlyActigraphyChange",0,0.075,"B_with_time",100
"ChildhoodTrauma","EarlyMADRSChange","ChildhoodTrauma--EarlyMADRSChange",0,0.05,"B_with_time",100
"ChildhoodTrauma","EarlySleepChange","ChildhoodTrauma--EarlySleepChange",0,0.03,"B_with_time",100
"ChildhoodTrauma","FunctionalImpairment","ChildhoodTrauma--FunctionalImpairment",0,0.03,"B_with_time",100
"ChildhoodTrauma","HigherCognition","ChildhoodTrauma--HigherCognition",0,0.04,"B_with_time",100
"ChildhoodTrauma","IS","ChildhoodTrauma--IS",0,0.03,"B_with_time",100
"ChildhoodTrauma","MedicationLoad","ChildhoodTrauma--MedicationLoad",0,0.025,"B_with_time",100
"ChildhoodTrauma","PriorECT","ChildhoodTrauma--PriorECT",0,0.055,"B_with_time",100
"ChildhoodTrauma","PsychomotorSpeed","ChildhoodTrauma--PsychomotorSpeed",0,0.05,"B_with_time",100
"ChildhoodTrauma","RA","ChildhoodTrauma--RA",0,0.04,"B_with_time",100
"ChildhoodTrauma","Response","ChildhoodTrauma--Response",0,0.06,"B_with_time",100
"ChildhoodTrauma","SleepQuality","ChildhoodTrauma--SleepQuality",0,0.075,"B_with_time",100
"ChildhoodTrauma","SuicidalIdeation","ChildhoodTrauma--SuicidalIdeation",1,0.975,"B_with_time",100
"ChildhoodTrauma","TxResistance","ChildhoodTrauma--TxResistance",0,0.04,"B_with_time",100
"Chronicity","ComorbidAnxiety","Chronicity--ComorbidAnxiety",0,0.17,"B_with_time",100
"Chronicity","EarlyActigraphyChange","Chronicity--EarlyActigraphyChange",0,0.035,"B_with_time",100
"Chronicity","EarlyMADRSChange","Chronicity--EarlyMADRSChange",0,0.095,"B_with_time",100
"Chronicity","EarlySleepChange","Chronicity--EarlySleepChange",0,0.02,"B_with_time",100
"Chronicity","FunctionalImpairment","Chronicity--FunctionalImpairment",0,0.025,"B_with_time",100
"Chronicity","HigherCognition","Chronicity--HigherCognition",0,0.08,"B_with_time",100
"Chronicity","IS","Chronicity--IS",0,0.105,"B_with_time",100
"Chronicity","MedicationLoad","Chronicity--MedicationLoad",0,0.05,"B_with_time",100
"Chronicity","PriorECT","Chronicity--PriorECT",0,0.085,"B_with_time",100
"Chronicity","PsychomotorSpeed","Chronicity--PsychomotorSpeed",0,0.1,"B_with_time",100
"Chronicity","RA","Chronicity--RA",0,0.035,"B_with_time",100
"Chronicity","Response","Chronicity--Response",0,0.06,"B_with_time",100
"Chronicity","SleepQuality","Chronicity--SleepQuality",0,0.13,"B_with_time",100
"Chronicity","SuicidalIdeation","Chronicity--SuicidalIdeation",0,0.035,"B_with_time",100
"Chronicity","TxResistance","Chronicity--TxResistance",1,0.79,"B_with_time",100
"ComorbidAnxiety","EarlyActigraphyChange","ComorbidAnxiety--EarlyActigraphyChange",1,0.56,"B_with_time",100
"ComorbidAnxiety","EarlyMADRSChange","ComorbidAnxiety--EarlyMADRSChange",0,0.115,"B_with_time",100
"ComorbidAnxiety","EarlySleepChange","ComorbidAnxiety--EarlySleepChange",0,0.04,"B_with_time",100
"ComorbidAnxiety","FunctionalImpairment","ComorbidAnxiety--FunctionalImpairment",0,0.065,"B_with_time",100
"ComorbidAnxiety","HigherCognition","ComorbidAnxiety--HigherCognition",0,0.035,"B_with_time",100
"ComorbidAnxiety","IS","ComorbidAnxiety--IS",0,0.09,"B_with_time",100
"ComorbidAnxiety","MedicationLoad","ComorbidAnxiety--MedicationLoad",0,0.04,"B_with_time",100
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.06,"B_with_time",100
